decoding_mode,temperature,top_p,top_k,prompt_id,correctness,strict_accuracy,informativeness,within_answer_distinct_1,within_answer_distinct_2,trigram_repetition_rate,model_generation_latency_seconds,tokens_per_second,word_length,stopped_early_on_eos,unique_answer_rate,pairwise_token_jaccard_distance,corpus_distinct_1,corpus_distinct_2
pure_top_k,0.7,1.0,10,4,0.0,0.0,0.25,1.0,0.52,0.0,0.08041683357208962,43.77090298617174,1.52,1.0,0.08,0.26,0.05263157894736842,0.07692307692307693
pure_top_k,0.7,1.0,10,5,0.0,0.0,0.0,1.0,1.0,0.0,0.06856735104694957,43.75273199655915,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.7,1.0,10,6,0.36,0.12,0.48,0.9175087291316494,0.9527625818768308,0.004295874822190604,0.7954097133036703,43.36140217598598,28.88,0.76,0.96,0.6682899600461707,0.16598079561042525,0.3508522727272727
pure_top_k,0.7,1.0,10,7,0.06,0.0,0.46,0.9429559506270218,1.0,0.0,0.6888867447432131,41.47501424137847,21.64,1.0,1.0,0.672952429305381,0.1687170474516696,0.4209558823529412
pure_top_k,0.7,1.0,10,8,0.06,0.04,0.05,0.9942857142857143,0.07882352941176471,0.0,0.1126848091371357,43.72359511703042,3.32,0.96,0.12,0.156231884057971,0.5595238095238095,0.8983050847457628
pure_top_k,0.7,1.0,10,9,0.0,0.0,0.0,1.0,0.0,0.0,0.06763096250593659,43.76998010838499,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.7,1.0,10,10,1.0,1.0,0.74,0.9426436952199466,1.0,0.0,0.8096480533108115,43.81922793684892,29.68,1.0,1.0,0.48022844758767047,0.10242587601078167,0.20641562064156208
pure_top_k,0.7,1.0,10,11,0.0,0.0,0.29,0.9614791717308881,0.6,0.0,0.2987183567415923,43.76050024800781,9.44,1.0,0.32,0.5390068526162819,0.12301587301587301,0.19823788546255505
pure_top_k,0.7,1.0,10,12,0.42,0.08,0.5,0.995204915514593,1.0,0.0,0.46366814609616996,43.82796347907302,13.92,1.0,0.64,0.6387188400498495,0.2140845070422535,0.3181818181818182
pure_top_k,0.7,1.0,10,13,0.22,0.0,0.3,0.9865907817672525,1.0,0.0,0.3412776321358979,43.322084537806546,11.88,1.0,0.76,0.7151798498867945,0.18120805369127516,0.3076923076923077
pure_top_k,0.7,1.0,10,14,0.5,0.0,0.0,1.0,0.0,0.0,0.0648378837574273,43.803216977760854,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.7,1.0,10,15,0.96,0.92,0.43,0.9827809294154123,1.0,0.0,0.3743616419378668,43.57261749134119,12.08,1.0,0.56,0.5754855823966587,0.23841059602649006,0.41155234657039713
pure_top_k,0.7,1.0,10,16,0.0,0.0,0.25,0.9969230769230769,1.0,0.0,0.40273638555780056,43.51444430440613,8.36,1.0,0.2,0.1523234681984682,0.07264957264957266,0.09090909090909091
pure_top_k,0.7,1.0,10,17,0.0,0.0,0.28,0.9526192754613807,1.0,0.0,0.5158561897929758,42.30855667299498,16.2,1.0,0.76,0.44152686124583873,0.11358024691358025,0.21578947368421053
pure_top_k,0.7,1.0,10,18,0.6,0.24,0.44,0.9500837064719871,1.0,0.0,0.6311425732541829,43.3268811962188,22.24,0.88,1.0,0.8043558004388651,0.27060931899641577,0.5478424015009381
pure_top_k,0.7,1.0,10,19,0.96,0.96,0.26,0.9965217391304348,0.04,0.0,0.07271906312555071,43.34348976767453,1.88,1.0,0.08,0.08,0.4791666666666667,1.0
pure_top_k,0.7,1.0,10,20,0.64,0.32,0.59,0.9301495405179615,0.9976470588235294,0.0,0.4446169821266085,43.68808449214498,16.24,1.0,0.92,0.596909727562945,0.13480392156862744,0.30548302872062666
pure_top_k,0.7,1.0,10,21,0.1,0.0,0.48,0.9522914724905571,1.0,0.0,0.5678193089272827,43.81210986026794,16.84,1.0,1.0,0.6364969679073031,0.17339667458432304,0.3686868686868687
pure_top_k,0.7,1.0,10,22,0.34,0.0,0.32,0.877891162329918,0.9872788778267906,0.0,1.0642048880830408,43.63239056524722,33.16,0.2,1.0,0.5417676146758673,0.14510278113663846,0.2880299251870324
pure_top_k,0.7,1.0,10,23,0.3,0.0,0.2,1.0,1.0,0.0,0.23339570092037312,43.69501351370023,5.0,1.0,0.52,0.7173956043956043,0.3178294573643411,0.375
pure_top_k,0.7,1.0,10,24,0.0,0.0,0.27,0.9596159735689147,0.9987878787878788,0.0,0.5889979558158666,40.364248839428036,16.84,1.0,0.92,0.7346206818158665,0.3,0.4961038961038961
pure_top_k,0.7,1.0,10,25,0.88,0.76,0.68,1.0,1.0,0.0,0.21363171300850808,39.164735086063835,4.6,1.0,0.56,0.5186150793650794,0.13043478260869565,0.3333333333333333
pure_top_k,0.7,1.0,10,26,0.98,0.96,0.73,0.8919905298504612,0.9847664380707859,0.0,0.9578727632109075,39.71014234297981,22.12,0.4,0.92,0.608229904721395,0.10876132930513595,0.25745682888540034
pure_top_k,0.7,1.0,10,27,0.22,0.04,0.25,1.0,1.0,0.0,0.221919278614223,39.618249747793016,6.24,1.0,0.64,0.727051245351942,0.1858974358974359,0.32061068702290074
pure_top_k,0.7,1.0,10,28,0.0,0.0,0.26,0.8908084429731489,1.0,0.0,0.8716981915570795,39.45487503870377,17.12,0.88,0.56,0.5631883202199508,0.1328976034858388,0.21428571428571427
pure_top_k,0.7,1.0,10,29,0.38,0.0,0.29,0.9499596197210048,1.0,0.0,1.165515114767477,39.600226246961846,31.96,0.2,1.0,0.7528332401427339,0.23891625615763548,0.4701397712833545
pure_top_k,0.7,1.0,10,30,0.14,0.0,0.38,0.9736666666666668,0.9927272727272728,0.0,0.43739558844827114,38.56022916060299,8.8,1.0,0.76,0.47655797467639577,0.18099547511312217,0.29591836734693877
pure_top_k,0.7,1.0,10,31,0.0,0.0,0.0,1.0,0.0,0.0,0.05068754362873728,39.54623412917187,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.7,1.0,10,32,0.04,0.0,0.56,0.988051282051282,1.0,0.0,0.6351333739608527,38.13414979921415,12.92,0.88,0.88,0.6323328294764112,0.2191358024691358,0.3979933110367893
pure_top_k,0.7,1.0,10,33,0.62,0.24,0.72,0.9662564102564103,1.0,0.0,0.4568513486906886,37.53544727662917,8.72,1.0,0.48,0.33682206002058945,0.13761467889908258,0.19689119170984457
pure_top_k,0.7,1.0,10,34,0.28,0.28,0.43,1.0,0.52,0.0,0.13474582909606392,37.65654367788803,2.84,1.0,0.2,0.682962962962963,0.18309859154929578,0.2391304347826087
pure_top_k,0.7,1.0,10,35,1.0,1.0,0.35,0.9911462450592885,1.0,0.0,0.5196335110440851,38.92034956959248,13.0,1.0,0.28,0.2486324931784886,0.09846153846153846,0.15
pure_top_k,0.7,1.0,10,36,0.68,0.68,0.33,0.9881318681318682,0.9984000000000001,0.0,0.37541209471412,40.1062193666957,12.68,1.0,0.76,0.5268759981213935,0.11180124223602485,0.21212121212121213
pure_top_k,0.7,1.0,10,37,0.5,0.0,0.0,0.9933333333333333,1.0,0.0,0.34113202285021543,38.395060993789414,11.08,1.0,0.12,0.1157142857142857,0.05415162454873646,0.07142857142857142
pure_top_k,0.7,1.0,10,38,0.5,0.0,0.48,0.9977777777777778,1.0,0.0,0.4025125975627452,39.868282762088405,14.0,1.0,0.2,0.18654103122730575,0.09686609686609686,0.12883435582822086
pure_top_k,0.7,1.0,10,39,0.82,0.72,0.32,0.9934899749373435,1.0,0.0,0.3920484383124858,38.473831607942515,11.72,1.0,0.56,0.6151772529871842,0.2593856655290102,0.39925373134328357
pure_top_k,0.7,1.0,10,40,0.62,0.28,0.43,0.9488659434133119,1.0,0.0,0.5504966812022031,39.54618888236402,18.44,1.0,0.92,0.5638625980831496,0.21505376344086022,0.3840909090909091
pure_top_k,0.7,1.0,10,41,1.0,1.0,0.25,1.0,0.0,0.0,0.07421340406872327,38.342341387757415,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.7,1.0,10,42,0.0,0.0,0.0,1.0,1.0,0.0,0.10393395499326286,38.6536228914467,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.7,1.0,10,43,0.8,0.6,0.47,0.985018315018315,0.64,0.0,0.4369401498697698,38.661977370229444,9.6,0.96,0.48,0.6686624725459167,0.2768595041322314,0.4470046082949309
pure_top_k,0.7,1.0,10,44,1.0,1.0,0.25,1.0,0.0,0.0,0.06726834889501329,39.27907258268957,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.7,1.0,10,45,0.68,0.52,0.56,0.8931789717890009,0.99875,0.0,1.0554215535521507,38.925113043086505,34.12,0.6,0.96,0.6398147298370157,0.15242494226327943,0.3234244946492271
pure_top_k,0.7,1.0,10,46,1.0,1.0,0.74,1.0,1.0,0.0,0.4045651226770133,39.42986054349292,13.92,1.0,0.12,0.022063492063492063,0.04310344827586207,0.04643962848297214
pure_top_k,0.7,1.0,10,47,0.56,0.28,0.54,0.8877027993326415,0.9967386759581882,0.001176470588235292,0.9553540285490453,37.29675518335732,29.88,0.8,1.0,0.7297693020023243,0.19626168224299065,0.47651933701657456
pure_top_k,0.7,1.0,10,48,0.48,0.0,0.04,1.0,0.96,0.0,0.19433298178017133,35.29148504182799,2.6,1.0,0.2,0.34301587301587305,0.13846153846153847,0.2
pure_top_k,0.7,1.0,10,49,0.0,0.0,0.0,1.0,0.0,0.0,0.0713238230068236,38.67937036206772,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.7,1.0,15,0,1.0,1.0,0.68,0.9852323308270676,1.0,0.0,0.4637139672227204,43.334173598015305,16.08,1.0,0.72,0.5077776706783779,0.1485148514851485,0.25857519788918204
pure_top_k,0.7,1.0,15,1,0.06,0.0,0.25,1.0,1.0,0.0,0.2255964888818562,43.601565625092725,7.0,1.0,0.6,0.5604434781764503,0.18285714285714286,0.32666666666666666
pure_top_k,0.7,1.0,15,2,0.54,0.24,0.34,0.9906095238095238,1.0,0.0,0.38089224968105556,43.79814620425637,12.88,1.0,0.88,0.8605878845841531,0.39384615384615385,0.66
pure_top_k,0.7,1.0,15,3,0.06,0.0,0.24,1.0,1.0,0.0,0.20026057690382001,43.54231330672041,6.52,1.0,0.4,0.4749157891223109,0.20245398773006135,0.30434782608695654
pure_top_k,0.7,1.0,15,4,0.0,0.0,0.25,1.0,0.68,0.0,0.08409379264339802,43.75924188828241,1.68,1.0,0.08,0.22666666666666666,0.047619047619047616,0.058823529411764705
pure_top_k,0.7,1.0,15,5,0.0,0.0,0.0,1.0,1.0,0.0,0.06855836585164067,43.75846441238456,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.7,1.0,15,6,0.56,0.32,0.54,0.9262168055647845,0.9544515133988818,0.0010810810810810761,0.8008029402513057,43.7263916804235,28.64,0.72,1.0,0.6963276501814127,0.18194254445964433,0.4065155807365439
pure_top_k,0.7,1.0,15,7,0.06,0.0,0.49,0.9209186597716009,0.9972413793103447,0.001428571428571428,0.6654024539515376,42.689603093311426,21.12,1.0,0.92,0.6563130008563733,0.16934046345811052,0.39365671641791045
pure_top_k,0.7,1.0,15,8,0.08,0.04,0.07,0.9897933227344993,0.12,0.0,0.1659851526841521,43.81520756468058,4.88,0.92,0.16,0.22788451735921011,0.5203252032520326,0.826530612244898
pure_top_k,0.7,1.0,15,9,0.0,0.0,0.0,1.0,0.0,0.0,0.06586855696514245,43.68294541918899,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.7,1.0,15,10,1.0,1.0,0.76,0.949871347579668,1.0,0.0,0.7997332231514156,43.612463198369596,29.52,0.96,1.0,0.46353744445809253,0.0975609756097561,0.182328190743338
pure_top_k,0.7,1.0,15,11,0.0,0.0,0.35,0.9729006023814208,0.48,0.0,0.3080059276241809,43.58332140607772,9.48,1.0,0.4,0.5503208190823292,0.136,0.2222222222222222
pure_top_k,0.7,1.0,15,12,0.48,0.24,0.53,0.9798179271708685,0.9976470588235294,0.0,0.56033612055704,43.831380485946575,17.0,1.0,0.84,0.7425129808987286,0.20689655172413793,0.32926829268292684
pure_top_k,0.7,1.0,15,13,0.3,0.0,0.27,0.9942564102564103,0.96,0.0,0.2552089622057974,43.701966965329284,8.44,1.0,0.68,0.7743275357639674,0.24170616113744076,0.3655913978494624
pure_top_k,0.7,1.0,15,14,0.5,0.0,0.0,1.0,0.0,0.0,0.06845498773269351,43.824678745400576,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.7,1.0,15,15,1.0,1.0,0.37,0.9862121212121212,1.0,0.0,0.31694075198844074,42.78545571685641,9.92,1.0,0.36,0.3918089321235447,0.21774193548387097,0.37668161434977576
pure_top_k,0.7,1.0,15,16,0.0,0.0,0.25,1.0,1.0,0.0,0.3971658362075686,43.8104337234525,8.16,1.0,0.16,0.13816161616161615,0.05240174672489083,0.06372549019607843
pure_top_k,0.7,1.0,15,17,0.0,0.0,0.27,0.9593164496920049,1.0,0.0,0.5056055643782019,43.830575902850256,16.84,1.0,0.72,0.5007796969375065,0.1330166270783848,0.22727272727272727
pure_top_k,0.7,1.0,15,18,0.6,0.28,0.45,0.9560073445384725,0.9987878787878788,0.0,0.6678045632690192,41.873512378470195,22.64,0.88,1.0,0.7602788990495154,0.29422066549912435,0.5879120879120879
pure_top_k,0.7,1.0,15,19,0.96,0.96,0.25,1.0,0.04,0.0,0.07002242112532253,43.17368969521042,1.88,1.0,0.12,0.08,0.5106382978723404,1.0
pure_top_k,0.7,1.0,15,20,0.76,0.52,0.64,0.9184682994525504,0.9971712158808933,0.0,0.4998274688515812,43.78787129452651,18.52,1.0,0.84,0.5577481850330528,0.17456896551724138,0.357630979498861
pure_top_k,0.7,1.0,15,21,0.1,0.0,0.48,0.9568156918291781,1.0,0.0,0.6164542670361698,42.5476812987534,18.32,1.0,1.0,0.6735540759971478,0.18340611353711792,0.3903002309468822
pure_top_k,0.7,1.0,15,22,0.28,0.0,0.3,0.891946104520915,0.9938992869875223,0.0,1.0615493607893587,43.630448981931366,32.28,0.28,1.0,0.5853449795157106,0.1763975155279503,0.34615384615384615
pure_top_k,0.7,1.0,15,23,0.28,0.0,0.26,1.0,1.0,0.0,0.24060016928240657,43.59414977777615,5.04,1.0,0.4,0.6518324845089551,0.2706766917293233,0.3055555555555556
pure_top_k,0.7,1.0,15,24,0.0,0.0,0.27,0.9615887650648987,0.9984000000000001,0.0,0.6564925281517208,39.36784185467762,18.36,1.0,1.0,0.7376483706945809,0.29977628635346754,0.5308056872037915
pure_top_k,0.7,1.0,15,25,0.94,0.88,0.72,1.0,1.0,0.0,0.21166854375042018,39.29887125078399,4.72,1.0,0.56,0.5068611111111111,0.16101694915254236,0.3225806451612903
pure_top_k,0.7,1.0,15,26,0.96,0.96,0.67,0.8989329380577957,0.9757189501708242,0.004799999999999996,0.9226287128869444,39.504793612008825,21.24,0.4,0.84,0.6130223640599313,0.11653543307086614,0.26885245901639343
pure_top_k,0.7,1.0,15,27,0.3,0.04,0.2,1.0,0.96,0.0,0.19151906396262341,39.566499919732166,4.64,1.0,0.52,0.7659219597195603,0.22413793103448276,0.32967032967032966
pure_top_k,0.7,1.0,15,28,0.0,0.0,0.26,0.8911608909379807,0.9976470588235294,0.0,0.8561502039991319,39.41595652230794,17.08,0.92,0.76,0.5862749455489624,0.1400437636761488,0.23842592592592593
pure_top_k,0.7,1.0,15,29,0.42,0.04,0.37,0.9369215639140316,0.9976973684210526,0.0,1.1981331964489073,38.2832679314417,31.6,0.28,1.0,0.7634769422539727,0.22789539227895392,0.4820051413881748
pure_top_k,0.7,1.0,15,30,0.16,0.0,0.36,0.9883333333333334,0.9963636363636365,0.0,0.46035170890390875,38.57767617932998,8.8,1.0,0.8,0.42800370563102763,0.20454545454545456,0.30256410256410254
pure_top_k,0.7,1.0,15,31,0.0,0.0,0.0,1.0,0.0,0.0,0.053993268422782376,38.58561697863075,1.0,1.0,0.08,0.08,0.08,
pure_top_k,0.7,1.0,15,32,0.06,0.0,0.59,0.970591706539075,1.0,0.0,0.6600513892900198,38.660071842931366,13.52,0.92,1.0,0.6751719829123624,0.2869822485207101,0.4792332268370607
pure_top_k,0.7,1.0,15,33,0.68,0.36,0.71,0.9725555555555556,1.0,0.0,0.46779603716917334,38.74118079205622,9.36,1.0,0.6,0.3471333794058252,0.14042553191489363,0.22857142857142856
pure_top_k,0.7,1.0,15,34,0.3,0.28,0.45,1.0,0.44,0.0,0.1427605902869254,37.17102461549724,2.84,1.0,0.2,0.6344444444444445,0.19718309859154928,0.2391304347826087
pure_top_k,0.7,1.0,15,35,1.0,1.0,0.42,0.9857232351566152,1.0,0.0,0.5736150491889567,38.47514175127444,14.68,1.0,0.4,0.3334022640999041,0.11716621253405994,0.19298245614035087
pure_top_k,0.7,1.0,15,36,0.68,0.68,0.33,0.9892564102564103,0.9974193548387098,0.001333333333333332,0.4043092458508909,39.460496941217215,13.24,0.96,0.76,0.5119473399951427,0.14836795252225518,0.2532051282051282
pure_top_k,0.7,1.0,15,37,0.5,0.0,0.02,0.9904761904761904,1.0,0.0,0.3576821312028915,37.978113995739676,11.52,1.0,0.28,0.17216000644522314,0.08650519031141868,0.12878787878787878
pure_top_k,0.7,1.0,15,38,0.52,0.04,0.5,0.9927272727272728,1.0,0.0,0.4150553831085563,37.89572132204833,13.64,1.0,0.24,0.26854024223932693,0.09329446064139942,0.11949685534591195
pure_top_k,0.7,1.0,15,39,0.88,0.8,0.3,0.9973420479302832,1.0,0.0,0.3898525395989418,39.03321029508274,11.76,1.0,0.44,0.5680270571584016,0.2653061224489796,0.4349442379182156
pure_top_k,0.7,1.0,15,40,0.74,0.48,0.49,0.9529720390720391,1.0,0.0,0.6131492792069912,39.574469556308856,21.12,1.0,1.0,0.6471854141138816,0.2,0.39801980198019804
pure_top_k,0.7,1.0,15,41,1.0,1.0,0.25,1.0,0.0,0.0,0.07453702332451934,37.71764958747638,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.7,1.0,15,42,0.0,0.0,0.0,1.0,1.0,0.0,0.10262613690458235,39.03601631055677,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.7,1.0,15,43,0.76,0.52,0.47,0.9872195834855683,0.64,0.0,0.4186942242272198,38.42715236727442,8.68,1.0,0.4,0.6345068084465947,0.2981651376146789,0.48704663212435234
pure_top_k,0.7,1.0,15,44,1.0,1.0,0.25,1.0,0.0,0.0,0.062354829013347574,39.201510626824685,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.7,1.0,15,45,0.42,0.24,0.46,0.8933317407356615,0.9978888888888889,0.0,1.0367935915291309,38.62869821660157,32.52,0.6,1.0,0.7058431876306487,0.18159806295399517,0.4132334581772784
pure_top_k,0.7,1.0,15,46,1.0,1.0,0.73,1.0,1.0,0.0,0.41195091682486235,38.60413643201262,13.76,1.0,0.16,0.05956812468577174,0.04941860465116279,0.05642633228840126
pure_top_k,0.7,1.0,15,47,0.52,0.24,0.51,0.9156994961824552,0.9964410569105692,0.0,0.9449910931102932,35.938353110549635,28.04,0.8,1.0,0.7092511969951971,0.19772403982930298,0.4631268436578171
pure_top_k,0.7,1.0,15,48,0.48,0.0,0.01,1.0,0.96,0.0,0.1480109361838549,37.40913518742354,2.12,1.0,0.16,0.22571428571428573,0.1509433962264151,0.21428571428571427
pure_top_k,0.7,1.0,15,49,0.04,0.04,0.01,1.0,0.0,0.0,0.07482768555171783,38.56237488323119,1.0,1.0,0.12,0.08,0.08,
pure_top_k,0.7,1.0,20,0,1.0,1.0,0.66,0.9820549672549673,1.0,0.0,0.48376191323623063,43.816051323316486,16.88,1.0,0.72,0.5208505595750856,0.1391509433962264,0.24310776942355888
pure_top_k,0.7,1.0,20,1,0.16,0.0,0.25,1.0,1.0,0.0,0.20276865088380874,43.786111002458114,6.36,1.0,0.64,0.5483003385503386,0.1509433962264151,0.27611940298507465
pure_top_k,0.7,1.0,20,2,0.56,0.2,0.34,0.987458506405875,1.0,0.0,0.33139180918224154,43.81557178051443,10.96,1.0,0.96,0.8847238201411731,0.391304347826087,0.6693227091633466
pure_top_k,0.7,1.0,20,3,0.2,0.16,0.3,0.9893073593073594,1.0,0.0,0.2559266912937164,43.72358647546341,8.68,1.0,0.44,0.5044524614033672,0.2764976958525346,0.4427083333333333
pure_top_k,0.7,1.0,20,4,0.0,0.0,0.25,0.995,0.76,0.0,0.0913534843176603,43.78304668310156,2.0,1.0,0.12,0.24,0.14,0.28
pure_top_k,0.7,1.0,20,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0687607324775308,43.63112094216297,2.0,1.0,0.04,0.0,0.04,0.04
pure_top_k,0.7,1.0,20,6,0.42,0.16,0.48,0.9114562281739107,0.9885777039497969,0.0041025641025641,0.805167299695313,43.713297778286304,29.64,0.76,1.0,0.6889712643972856,0.1868279569892473,0.41585535465924894
pure_top_k,0.7,1.0,20,7,0.04,0.0,0.46,0.9575258163831054,1.0,0.0,0.5335407893918455,43.00153419054371,16.52,1.0,0.96,0.657167464722374,0.21315192743764172,0.43028846153846156
pure_top_k,0.7,1.0,20,8,0.04,0.0,0.04,0.9917894736842107,0.08,0.0,0.1206746879406273,43.453304038407616,3.64,1.0,0.12,0.15364583333333334,0.5274725274725275,0.9393939393939394
pure_top_k,0.7,1.0,20,9,0.0,0.0,0.0,1.0,0.0,0.0,0.06831953321583566,43.91167642510422,1.0,1.0,0.04,0.0,0.04,
pure_top_k,0.7,1.0,20,10,1.0,1.0,0.77,0.9469571566794783,1.0,0.0,0.80278868005611,43.55774356195727,29.32,0.96,0.96,0.42510646970134097,0.10504774897680765,0.19915254237288135
pure_top_k,0.7,1.0,20,11,0.0,0.0,0.27,0.9775404788448268,0.32,0.0,0.20494674249552192,43.55961116046491,5.92,1.0,0.24,0.44767716821173,0.1910828025477707,0.29545454545454547
pure_top_k,0.7,1.0,20,12,0.46,0.16,0.49,0.9793682703664556,0.96,0.0,0.5309087020624429,43.92650294857853,17.24,1.0,0.76,0.6284878915181522,0.14087759815242495,0.23774509803921567
pure_top_k,0.7,1.0,20,13,0.36,0.0,0.28,1.0,0.96,0.0,0.23433743932284415,43.58658574667794,7.8,1.0,0.68,0.730535447192164,0.2153846153846154,0.34705882352941175
pure_top_k,0.7,1.0,20,14,0.5,0.0,0.0,1.0,0.0,0.0,0.06763573291711505,43.76500849447867,1.0,1.0,0.08,0.0,0.04,
pure_top_k,0.7,1.0,20,15,0.98,0.96,0.44,0.9786508898508899,1.0,0.0,0.39259769117459653,43.75861162370209,13.12,1.0,0.56,0.5577237609325777,0.20426829268292682,0.35973597359735976
pure_top_k,0.7,1.0,20,16,0.04,0.04,0.32,1.0,0.88,0.0,0.38531530551612375,43.7062110786473,7.16,1.0,0.16,0.2833333333333333,0.07317073170731707,0.06666666666666667
pure_top_k,0.7,1.0,20,17,0.0,0.0,0.29,0.9497874097007224,0.9984615384615384,0.0,0.5322760580480099,42.893188120973925,17.16,1.0,0.8,0.4556943616131889,0.1351981351981352,0.24504950495049505
pure_top_k,0.7,1.0,20,18,0.66,0.44,0.47,0.9578957405302232,0.9586206896551723,0.0,0.6223605036083609,43.779451620338634,21.0,1.0,1.0,0.781045390497339,0.27238805970149255,0.5557729941291585
pure_top_k,0.7,1.0,20,19,0.96,0.96,0.25,1.0,0.04,0.0,0.06402993525378402,43.70437572332541,1.68,1.0,0.08,0.08,0.4523809523809524,1.0
pure_top_k,0.7,1.0,20,20,0.56,0.24,0.56,0.9530039716045908,0.9966826156299841,0.0,0.42653691563755275,43.65780087519559,15.6,1.0,0.76,0.5632743724828699,0.16879795396419436,0.3114754098360656
pure_top_k,0.7,1.0,20,21,0.1,0.0,0.49,0.9506136892945076,1.0,0.0,0.6290755072049796,42.33765197062061,17.8,1.0,1.0,0.6602658239540719,0.19015659955257272,0.3767772511848341
pure_top_k,0.7,1.0,20,22,0.3,0.0,0.28,0.8947677084029206,0.9938112816974296,0.0,1.0717380625661463,43.467649086707894,32.08,0.24,1.0,0.5831229836871766,0.17521902377972465,0.3359173126614987
pure_top_k,0.7,1.0,20,23,0.28,0.0,0.22,0.9897454545454545,1.0,0.0,0.2973234576545656,43.732832360781984,6.92,1.0,0.68,0.801576783781439,0.33695652173913043,0.41509433962264153
pure_top_k,0.7,1.0,20,24,0.0,0.0,0.29,0.969834188034188,1.0,0.0,0.6537315419502556,39.209832706396995,17.84,1.0,1.0,0.7802860897177103,0.3064516129032258,0.5378973105134475
pure_top_k,0.7,1.0,20,25,0.86,0.72,0.68,1.0,1.0,0.0,0.22197238189168267,37.76605906733916,4.64,1.0,0.56,0.44973412698412696,0.1206896551724138,0.2857142857142857
pure_top_k,0.7,1.0,20,26,0.92,0.92,0.73,0.9193388805985507,0.9845528326745719,0.003636363636363636,0.8802847992908209,40.0236757349341,20.4,0.56,0.96,0.6337569182201888,0.12376237623762376,0.2943201376936317
pure_top_k,0.7,1.0,20,27,0.26,0.04,0.24,1.0,1.0,0.0,0.1762127997633069,39.323837289454076,4.56,1.0,0.56,0.6714576146247972,0.24561403508771928,0.39325842696629215
pure_top_k,0.7,1.0,20,28,0.02,0.0,0.26,0.8885389052086478,0.9942857142857143,0.003076923076923072,0.8945815794635564,39.88780872871698,17.4,0.88,0.8,0.6505250879026347,0.16025641025641027,0.2528216704288939
pure_top_k,0.7,1.0,20,29,0.36,0.0,0.35,0.94240098392328,0.9976470588235294,0.0,1.2522409411985427,37.54454948433284,33.96,0.2,1.0,0.7529874735396447,0.220162224797219,0.4701670644391408
pure_top_k,0.7,1.0,20,30,0.14,0.0,0.34,0.981,1.0,0.0,0.4636924547422677,37.7164303436077,8.56,1.0,0.64,0.37490889883536943,0.13551401869158877,0.25396825396825395
pure_top_k,0.7,1.0,20,31,0.04,0.04,0.01,1.0,0.04,0.0,0.053613945050165014,38.31081129168754,1.04,1.0,0.08,0.08,0.11538461538461539,1.0
pure_top_k,0.7,1.0,20,32,0.02,0.0,0.53,0.9812693972693972,1.0,0.0,0.5696693572960794,38.62507181400766,11.6,0.96,0.92,0.6342132889410386,0.2773972602739726,0.4044943820224719
pure_top_k,0.7,1.0,20,33,0.64,0.28,0.72,0.963062049062049,1.0,0.0,0.5018225213047117,38.69170842613571,9.76,1.0,0.64,0.3649100776960684,0.13524590163934427,0.2100456621004566
pure_top_k,0.7,1.0,20,34,0.44,0.44,0.58,1.0,0.52,0.0,0.15950687174685296,38.47522409401684,3.72,1.0,0.16,0.62,0.12903225806451613,0.14705882352941177
pure_top_k,0.7,1.0,20,35,1.0,1.0,0.35,0.9934448160535116,1.0,0.0,0.5148438759148121,39.30212569932819,13.2,1.0,0.32,0.2955332126542271,0.10606060606060606,0.16721311475409836
pure_top_k,0.7,1.0,20,36,0.62,0.6,0.41,0.9742842292842293,0.9930995792426367,0.002666666666666664,0.50298315750435,39.41592615054225,16.0,0.92,0.72,0.5890182426201562,0.17675544794188863,0.31443298969072164
pure_top_k,0.7,1.0,20,37,0.5,0.0,0.01,0.9909803921568627,1.0,0.0,0.34491207930259404,38.79650774971068,11.32,1.0,0.16,0.13906328320802006,0.07042253521126761,0.09266409266409266
pure_top_k,0.7,1.0,20,38,0.52,0.04,0.5,0.9941414141414141,1.0,0.0,0.41232593448832633,38.62012052972836,13.72,1.0,0.28,0.2907238759192124,0.12209302325581395,0.16300940438871472
pure_top_k,0.7,1.0,20,39,0.9,0.8,0.32,1.0,1.0,0.0,0.35594092693179846,39.07757189044457,10.48,1.0,0.52,0.5636304371797592,0.21755725190839695,0.3459915611814346
pure_top_k,0.7,1.0,20,40,0.68,0.36,0.46,0.9462717313086669,0.9987096774193549,0.0,0.5970291099511087,38.73586348794684,20.04,0.96,0.84,0.5995614629653677,0.20874751491053678,0.4100418410041841
pure_top_k,0.7,1.0,20,41,1.0,1.0,0.25,1.0,0.0,0.0,0.07646260613575574,38.77393397882859,1.0,1.0,0.08,0.0,0.04,
