decoding_mode,temperature,top_p,top_k,prompt_id,correctness,strict_accuracy,informativeness,within_answer_distinct_1,within_answer_distinct_2,trigram_repetition_rate,model_generation_latency_seconds,tokens_per_second,word_length,stopped_early_on_eos,unique_answer_rate,pairwise_token_jaccard_distance,corpus_distinct_1,corpus_distinct_2,n_answers,n_pairs,semantic_cosine_distance,semantic_near_duplicate_rate,semantic_similarity_mean,semantic_similarity_sd
pure_top_k,0.3,1.0,20,30,0.0,0.0,0.31,0.9807272727272728,0.996,0.0,0.3998721771687269,38.87326847308495,7.76,1.0,0.24,0.1874806397306397,0.0721649484536082,0.1065088757396449,25,300,0.0313350185751915,0.7733333333333333,0.9686649441719055,0.04276290908455849
pure_top_k,0.3,1.0,20,31,0.0,0.0,0.0,1.0,0.0,0.0,0.0536009664367884,37.605919486024774,1.0,1.0,0.04,0.0,0.04,,25,300,1.4305114426349519e-08,1.0,1.0,5.066072361614715e-08
pure_top_k,0.3,1.0,20,32,0.0,0.0,0.55,0.9919327731092438,1.0,0.0,0.5234739075042307,38.16402768587115,10.48,1.0,0.48,0.4543115351137796,0.1450381679389313,0.1940928270042194,25,300,0.04818499833345413,0.5,0.9518150091171265,0.027465661987662315
pure_top_k,0.3,1.0,20,33,0.5,0.0,0.75,1.0,1.0,0.0,0.3847723315563053,39.0352638640214,8.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,20,34,0.28,0.28,0.46,1.0,0.28,0.0,0.1387404187023639,39.17078617195378,2.68,1.0,0.12,0.4288888888888889,0.1492537313432835,0.2142857142857142,25,300,0.17479866743087769,0.58,0.8252013325691223,0.205502450466156
pure_top_k,0.3,1.0,20,35,1.0,1.0,0.27,0.9966666666666666,1.0,0.0,0.4765707670245319,39.043752869009104,11.52,1.0,0.12,0.06487922705314,0.0798611111111111,0.0950570342205323,25,300,0.005087184254080057,0.92,0.9949128031730652,0.01561703346669674
pure_top_k,0.3,1.0,20,36,0.96,0.96,0.29,0.9921428571428572,0.9974193548387098,0.0013333333333333,0.4054371114354581,38.46297379649731,12.92,0.96,0.2,0.1526884749062168,0.1223241590214067,0.162251655629139,25,300,0.01691494695842266,0.8433333333333334,0.983085036277771,0.036468956619501114
pure_top_k,0.3,1.0,20,37,0.5,0.0,0.0,1.0,1.0,0.0,0.3280646251514554,39.64391415811174,11.0,1.0,0.08,0.0133333333333333,0.0436363636363636,0.048,25,300,0.0006105409120209515,1.0,0.9993894696235657,0.002073847921565175
pure_top_k,0.3,1.0,20,38,0.5,0.0,0.5,1.0,1.0,0.0,0.4003477377165109,39.97767337194161,14.0,1.0,0.08,0.0106666666666666,0.0428571428571428,0.0461538461538461,25,300,0.0008853100007399917,1.0,0.9991146922111511,0.0030071751680225134
pure_top_k,0.3,1.0,20,39,1.0,1.0,0.25,1.0,1.0,0.0,0.2933043602947146,38.61626797079296,8.32,1.0,0.08,0.14,0.0576923076923076,0.0710382513661202,25,300,0.004094421863555908,1.0,0.9959055781364441,0.006576573941856623
pure_top_k,0.3,1.0,20,40,0.62,0.24,0.36,0.9639729551494256,1.0,0.0,0.4737824768573045,39.178425034074905,16.12,1.0,0.52,0.4591425299409549,0.1311881188118812,0.20844327176781,25,300,0.10839246213436127,0.2866666666666667,0.8916075825691223,0.0781952366232872
pure_top_k,0.3,1.0,20,41,1.0,1.0,0.25,1.0,0.0,0.0,0.0785257214773446,38.321285244078645,1.0,1.0,0.04,0.0,0.04,,25,300,8.583069188716763e-08,1.0,1.0,1.013214472322943e-07
pure_top_k,0.3,1.0,20,42,0.0,0.0,0.0,1.0,1.0,0.0,0.1018064077943563,39.33861994983313,2.0,1.0,0.04,0.0,0.04,0.04,25,300,3.814697180359872e-08,1.0,1.0,4.776338613510234e-08
pure_top_k,0.3,1.0,20,43,0.78,0.56,0.42,1.0,0.56,0.0,0.3071417403779924,39.36531376910215,5.44,1.0,0.12,0.468787037037037,0.0735294117647058,0.0990990990990991,25,300,0.15778625011444092,0.4866666666666667,0.8422136902809143,0.15348981320858002
pure_top_k,0.3,1.0,20,44,1.0,1.0,0.25,1.0,0.0,0.0,0.0623283194378017,39.11324923309978,1.0,1.0,0.08,0.0,0.04,,25,300,0.05406792834401131,0.4866666666666667,0.9459320306777954,0.05273280665278435
pure_top_k,0.3,1.0,20,45,0.46,0.4,0.5,0.9390187925756648,1.0,0.0,0.8817120112944394,39.18547079166787,28.12,0.92,0.72,0.6232982216263382,0.1545961002785515,0.3015873015873015,25,300,0.1314309984445572,0.19333333333333333,0.868569016456604,0.06652772426605225
pure_top_k,0.3,1.0,20,46,1.0,1.0,0.75,1.0,1.0,0.0,0.4242747767176479,37.76265318698377,14.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,20,47,0.62,0.52,0.64,0.9054435730293944,0.992867982965544,0.0,1.003128543337807,37.511732852642346,31.76,0.8,0.8,0.5909648675083551,0.1340852130325814,0.2677878395860285,25,300,0.11365151405334473,0.11666666666666667,0.8863484859466553,0.05116646736860275
pure_top_k,0.3,1.0,20,48,0.5,0.0,0.0,1.0,1.0,0.0,0.128407611278817,38.97794505300647,2.0,1.0,0.04,0.0,0.04,0.04,25,300,9.298324243900424e-08,1.0,1.0,1.0061536670491478e-07
pure_top_k,0.3,1.0,20,49,0.0,0.0,0.0,1.0,0.0,0.0,0.0784834105242043,37.8696363681567,1.0,1.0,0.08,0.0,0.04,,25,300,0.008426171727478504,0.92,0.9915738701820374,0.028622280806303024
pure_top_k,0.3,1.0,25,0,1.0,1.0,0.52,0.998,1.0,0.0,0.419914152212441,43.81732090452992,14.36,1.0,0.12,0.0697733918128654,0.0722222222222222,0.0895522388059701,25,300,0.007202907465398312,0.92,0.9927971363067627,0.016855711117386818
pure_top_k,0.3,1.0,25,1,0.08,0.0,0.25,1.0,1.0,0.0,0.1889070959296076,42.76897255473117,6.12,1.0,0.32,0.3074126984126984,0.0980392156862745,0.1484375,25,300,0.028496980667114258,0.77,0.9715030789375305,0.034047964960336685
pure_top_k,0.3,1.0,25,2,0.56,0.12,0.33,0.9973333333333332,1.0,0.0,0.3398826267011464,42.85762849091164,11.24,1.0,0.44,0.6897459656356715,0.1779359430604982,0.2421875,25,300,0.21330031752586365,0.19333333333333333,0.786699652671814,0.14799247682094574
pure_top_k,0.3,1.0,25,3,0.0,0.0,0.25,1.0,1.0,0.0,0.1810707969125359,43.74062255088843,5.92,1.0,0.12,0.1444444444444444,0.0472972972972973,0.065040650406504,25,300,0.003278210526332259,1.0,0.9967218041419983,0.0039047838654369116
pure_top_k,0.3,1.0,25,4,0.0,0.0,0.25,1.0,1.0,0.0,0.0914808002114295,43.725117877257674,2.0,1.0,0.04,0.0,0.04,0.04,25,300,9.536743306171047e-08,1.0,1.0,1.1699592761260647e-07
pure_top_k,0.3,1.0,25,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0706124591920524,42.51559346265431,2.0,1.0,0.04,0.0,0.04,0.04,25,300,1.9073486612342094e-07,1.0,0.9999998211860657,1.3562194567384722e-07
pure_top_k,0.3,1.0,25,6,0.46,0.32,0.58,0.9000557086346561,0.9988888888888888,0.0,0.9234840964805336,42.85875283705854,33.4,0.76,0.72,0.5440068188205948,0.1302270011947431,0.2229064039408867,25,300,0.13596157729625702,0.17,0.8640384674072266,0.07801428437232971
pure_top_k,0.3,1.0,25,7,0.02,0.0,0.45,0.9623244243111252,1.0,0.0,0.5426145823672414,43.625298143370145,16.44,1.0,0.64,0.5870295137245246,0.1569506726457399,0.3064133016627078,25,300,0.06155400723218918,0.33,0.9384459257125854,0.030955949798226357
pure_top_k,0.3,1.0,25,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0461145861819386,43.39847552695901,1.0,1.0,0.04,0.0,0.04,,25,300,3.099441414633475e-08,1.0,1.0,5.970423444523476e-08
pure_top_k,0.3,1.0,25,9,0.0,0.0,0.0,1.0,0.0,0.0,0.068379311421886,43.873920041040336,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,25,10,1.0,1.0,0.75,0.9587033528412836,1.0,0.0,0.7372042738366872,43.62536569397441,27.0,1.0,0.36,0.1445838202121626,0.0681481481481481,0.1,25,300,0.007047104649245739,1.0,0.9929528832435608,0.00885760597884655
pure_top_k,0.3,1.0,25,11,0.0,0.0,0.33,0.9898009237139672,0.2,0.0,0.1893468246888369,42.049607050828605,4.92,1.0,0.2,0.3262128193331091,0.2153846153846154,0.3238095238095238,25,300,0.17081725597381592,0.6666666666666666,0.8291828036308289,0.24110837280750275
pure_top_k,0.3,1.0,25,12,0.42,0.0,0.49,1.0,1.0,0.0,0.4482426408398896,43.13908338711404,14.04,1.0,0.32,0.2816328094793071,0.1025641025641025,0.1380368098159509,25,300,0.041101984679698944,0.5766666666666667,0.95889812707901,0.05085355415940285
pure_top_k,0.3,1.0,25,13,0.38,0.0,0.25,1.0,1.0,0.0,0.2119563637487589,42.606308501373334,6.88,1.0,0.12,0.3986666666666667,0.1162790697674418,0.1292517006802721,25,300,0.06823370605707169,0.5066666666666667,0.9317663311958313,0.07156354188919067
pure_top_k,0.3,1.0,25,14,0.5,0.0,0.0,1.0,0.0,0.0,0.0691178577393293,43.41647136696649,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,25,15,1.0,1.0,0.25,1.0,1.0,0.0,0.1885112175624816,43.125610160395254,6.12,1.0,0.08,0.04,0.065359477124183,0.078125,25,300,0.002369555877521634,1.0,0.9976305365562439,0.008048896677792072
pure_top_k,0.3,1.0,25,16,0.0,0.0,0.25,1.0,1.0,0.0,0.387112844120711,43.91519146428443,8.0,1.0,0.04,0.0,0.04,0.04,25,300,1.0490417423625331e-07,1.0,1.0,1.3925300379469263e-07
pure_top_k,0.3,1.0,25,17,0.0,0.0,0.25,0.9704444444444446,1.0,0.0,0.5193463846575469,43.59644345662617,18.08,1.0,0.24,0.170610638948504,0.0575221238938053,0.0749414519906323,25,300,0.035672567784786224,0.6533333333333333,0.9643273949623108,0.047484807670116425
pure_top_k,0.3,1.0,25,18,0.66,0.32,0.49,0.9272725480465344,0.998,0.001025641025641,0.7531564057525247,43.55109108643339,27.04,0.68,0.8,0.7238344089107482,0.2156573116691285,0.4233128834355828,25,300,0.17383216321468353,0.06,0.8261678218841553,0.07233677804470062
pure_top_k,0.3,1.0,25,19,1.0,1.0,0.25,1.0,0.0,0.0,0.0457143193669616,43.75577825152688,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,25,20,0.5,0.04,0.51,0.9930718954248364,1.0,0.0,0.310769727518782,43.63927560266207,11.36,1.0,0.24,0.3345410583425289,0.0950704225352112,0.1737451737451737,25,300,0.048745132982730865,0.6166666666666667,0.9512549042701721,0.05075966939330101
pure_top_k,0.3,1.0,25,21,0.08,0.0,0.41,0.9742073167107492,1.0,0.0,0.5387624141201377,43.683766133702214,15.2,1.0,0.8,0.5242661636037654,0.1447368421052631,0.276056338028169,25,300,0.11598658561706543,0.15,0.8840134739875793,0.060627471655607224
pure_top_k,0.3,1.0,25,22,0.36,0.0,0.26,0.8850300612944807,0.9944696969696968,0.0,1.0684831668343395,43.72620873865149,32.44,0.28,0.8,0.5059624658027461,0.1172839506172839,0.2038216560509554,25,300,0.10522787272930145,0.08333333333333333,0.8947721123695374,0.049531109631061554
pure_top_k,0.3,1.0,25,23,0.48,0.0,0.24,1.0,1.0,0.0,0.1672566514834761,43.75818657629744,3.2,1.0,0.12,0.1183333333333333,0.15,0.1818181818181818,25,300,0.05559040233492851,0.8433333333333334,0.9444096088409424,0.15106980502605438
pure_top_k,0.3,1.0,25,24,0.0,0.0,0.34,0.90426062527998,1.0,0.0,0.8821649152971804,39.778928685673144,24.96,0.8,0.72,0.6164300066916295,0.1626297577854671,0.2965641952983725,25,300,0.15827955305576324,0.08,0.8417204022407532,0.0725780501961708
pure_top_k,0.3,1.0,25,25,0.98,0.96,0.74,1.0,1.0,0.0,0.2232013526372611,39.800631558472126,4.92,1.0,0.12,0.1885714285714286,0.065040650406504,0.0714285714285714,25,300,0.03387121111154556,0.92,0.9661288261413574,0.0568959079682827
pure_top_k,0.3,1.0,25,26,1.0,1.0,0.86,0.8886496105110412,0.9734645949863342,0.0,1.110247125402093,39.41443051271913,24.72,0.48,0.72,0.403900891367626,0.0836653386454183,0.1579670329670329,25,300,0.036233674734830856,0.8366666666666667,0.9637662768363953,0.0479588583111763
pure_top_k,0.3,1.0,25,27,0.12,0.0,0.21,1.0,1.0,0.0,0.1907370465341954,39.511515264749015,4.52,1.0,0.12,0.3885714285714286,0.0884955752212389,0.0909090909090909,25,300,0.10650411248207092,0.5933333333333334,0.8934959173202515,0.13030047714710236
pure_top_k,0.3,1.0,25,28,0.0,0.0,0.29,0.9062777353365588,0.9942857142857144,0.003076923076923,0.8951546534430236,39.96989744667404,17.72,0.88,0.4,0.4847968941849912,0.0977596741344195,0.1373390557939914,25,300,0.15511134266853333,0.26,0.8448886871337891,0.09741226583719254
pure_top_k,0.3,1.0,25,29,0.42,0.0,0.3,0.9604415969618482,1.0,0.0,1.2044254047051073,39.312700186365376,34.8,0.08,0.64,0.5467003817847782,0.1234285714285714,0.2152941176470588,25,300,0.13490994274616241,0.24333333333333335,0.8650901317596436,0.10138173401355743
pure_top_k,0.3,1.0,25,30,0.04,0.0,0.31,0.992,1.0,0.0,0.3905763506796211,38.54326306332525,7.64,1.0,0.24,0.157030562030562,0.0785340314136125,0.108433734939759,25,300,0.028223419561982155,0.7666666666666667,0.9717766046524048,0.03976358473300934
pure_top_k,0.3,1.0,25,31,0.0,0.0,0.0,1.0,0.0,0.0,0.0531651266291737,37.858412592427506,1.0,1.0,0.04,0.0,0.04,,25,300,1.4305114426349519e-08,1.0,1.0,5.066072361614715e-08
pure_top_k,0.3,1.0,25,32,0.0,0.0,0.48,0.967513986013986,1.0,0.0,0.5040474549029023,39.082866577877645,10.44,1.0,0.44,0.3223479766707321,0.0996168582375478,0.1483050847457627,25,300,0.0292540043592453,0.79,0.9707460403442383,0.020206863060593605
pure_top_k,0.3,1.0,25,33,0.5,0.0,0.75,0.9911111111111112,1.0,0.0,0.4007839780766516,38.13631766079575,8.08,1.0,0.08,0.0613333333333333,0.0495049504950495,0.0621468926553672,25,300,0.008045484311878681,0.8466666666666667,0.9919544458389282,0.01893717423081398
pure_top_k,0.3,1.0,25,34,0.36,0.36,0.52,1.0,0.44,0.0,0.1487206084560602,38.775292648145616,3.24,1.0,0.16,0.6,0.1481481481481481,0.1785714285714285,25,300,0.24731121957302094,0.4266666666666667,0.7526887655258179,0.22014537453651428
pure_top_k,0.3,1.0,25,35,1.0,1.0,0.35,0.989927536231884,1.0,0.0,0.5368774309568107,38.39464733461873,13.32,1.0,0.24,0.2048229936602934,0.1051051051051051,0.1623376623376623,25,300,0.024008890613913536,0.6566666666666666,0.9759911894798279,0.03349294140934944
pure_top_k,0.3,1.0,25,36,0.88,0.88,0.31,0.995,0.9974193548387098,0.0013333333333333,0.3930414067581296,40.166071698387725,13.12,0.96,0.32,0.2458633518230841,0.1201201201201201,0.1623376623376623,25,300,0.026671698316931725,0.7866666666666666,0.9733282327651978,0.03849506378173828
pure_top_k,0.3,1.0,25,37,0.5,0.0,0.0,1.0,1.0,0.0,0.3287955399509519,39.56095778786715,11.0,1.0,0.08,0.0133333333333333,0.0436363636363636,0.048,25,300,0.0006105409120209515,1.0,0.9993894696235657,0.002073847921565175
pure_top_k,0.3,1.0,25,38,0.5,0.0,0.5,1.0,1.0,0.0,0.4070081458427012,39.33728327196368,14.0,1.0,0.08,0.0204444444444444,0.0428571428571428,0.0461538461538461,25,300,0.0016968236304819584,1.0,0.9983031153678894,0.003993871156126261
pure_top_k,0.3,1.0,25,39,1.0,1.0,0.25,1.0,1.0,0.0,0.2907795893400907,38.70606521566449,8.24,1.0,0.08,0.11,0.058252427184466,0.0718232044198895,25,300,0.0032170559279620647,1.0,0.9967830181121826,0.006067546084523201
pure_top_k,0.3,1.0,25,40,0.68,0.36,0.45,0.950324723522092,1.0,0.0,0.529508938761428,39.55731892306731,18.44,1.0,0.48,0.4500017979688929,0.1214750542299349,0.2018348623853211,25,300,0.11928369849920273,0.3433333333333333,0.8807163238525391,0.08532723784446716
pure_top_k,0.3,1.0,25,41,1.0,1.0,0.25,1.0,0.0,0.0,0.0735978720616548,40.23724847852513,1.0,1.0,0.08,0.0,0.04,,25,300,0.00668862322345376,0.92,0.99331134557724,0.02271983213722706
pure_top_k,0.3,1.0,25,42,0.0,0.0,0.0,1.0,1.0,0.0,0.1039113551191985,38.62163711616935,2.0,1.0,0.04,0.0,0.04,0.04,25,300,3.814697180359872e-08,1.0,1.0,4.776338613510234e-08
pure_top_k,0.3,1.0,25,43,0.76,0.52,0.39,1.0,0.52,0.0,0.3038150230329484,38.2473309883508,5.04,1.0,0.12,0.4905555555555556,0.0793650793650793,0.1089108910891089,25,300,0.15917259454727173,0.48,0.8408274054527283,0.1522650569677353
pure_top_k,0.3,1.0,25,44,1.0,1.0,0.25,1.0,0.0,0.0,0.0669595657661556,37.81400067776765,1.0,1.0,0.08,0.0,0.04,,25,300,0.05477011203765869,0.48,0.9452298879623413,0.05270935222506523
pure_top_k,0.3,1.0,25,45,0.5,0.28,0.48,0.9202407455380182,1.0,0.0,0.978777343276888,38.92520513147576,30.68,0.64,0.84,0.6611524665197357,0.1323155216284987,0.2522996057818659,25,300,0.13961967825889587,0.12333333333333334,0.860380232334137,0.06128387153148651
pure_top_k,0.3,1.0,25,46,1.0,1.0,0.75,1.0,1.0,0.0,0.4122610169742256,38.88111057125483,14.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,25,47,0.78,0.64,0.67,0.8807469373711371,0.9909376395961764,0.0,1.0504375795740637,37.42840710835047,32.96,0.76,1.0,0.5810469615582096,0.1419902912621359,0.2853566958698373,25,300,0.1042664498090744,0.23333333333333334,0.895733654499054,0.06037498265504837
pure_top_k,0.3,1.0,25,48,0.5,0.0,0.0,1.0,1.0,0.0,0.1289235716126859,38.86255238245867,2.0,1.0,0.04,0.0,0.04,0.04,25,300,9.298324243900424e-08,1.0,1.0,1.0061536670491478e-07
pure_top_k,0.3,1.0,25,49,0.0,0.0,0.0,1.0,0.0,0.0,0.0785991641785949,37.86564655079988,1.0,1.0,0.08,0.0,0.04,,25,300,0.008426171727478504,0.92,0.9915738105773926,0.028622280806303024
pure_top_k,0.3,1.0,30,0,1.0,1.0,0.54,0.9936507936507936,1.0,0.0,0.4237430384196341,43.70788962758642,14.48,1.0,0.2,0.1929475391221768,0.09366391184573,0.1420118343195266,25,300,0.04472421109676361,0.77,0.9552757740020752,0.08451758325099945
pure_top_k,0.3,1.0,30,1,0.02,0.0,0.25,1.0,1.0,0.0,0.1929612413607537,43.74372337163589,6.2,1.0,0.32,0.3388518518518519,0.0967741935483871,0.1538461538461538,25,300,0.03286999464035034,0.7366666666666667,0.9671299457550049,0.03347393870353699
pure_top_k,0.3,1.0,30,2,0.54,0.08,0.3,1.0,1.0,0.0,0.3062619655579328,43.10328606782633,10.0,1.0,0.4,0.631354196210002,0.196,0.2488888888888888,25,300,0.20005518198013306,0.28,0.7999448776245117,0.15453815460205078
pure_top_k,0.3,1.0,30,3,0.0,0.0,0.25,1.0,1.0,0.0,0.1931787212006747,41.206829002067536,5.96,1.0,0.16,0.188829365079365,0.0604026845637583,0.0887096774193548,25,300,0.012796271592378616,0.92,0.9872037768363953,0.03354524448513985
pure_top_k,0.3,1.0,30,4,0.0,0.0,0.25,1.0,0.96,0.0,0.0905636616796254,43.728677458918064,1.96,1.0,0.08,0.04,0.0408163265306122,0.0416666666666666,25,300,0.019185733050107956,0.92,0.9808142185211182,0.06517037749290466
pure_top_k,0.3,1.0,30,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0685952805262058,43.73493844192243,2.0,1.0,0.04,0.0,0.04,0.04,25,300,1.9073486612342094e-07,1.0,0.9999998211860657,1.3562194567384722e-07
pure_top_k,0.3,1.0,30,6,0.44,0.24,0.56,0.90804666473877,1.0,0.0,0.8806090467702598,43.74101044369247,32.52,0.84,0.64,0.5304031073273773,0.1213235294117647,0.1946902654867256,25,300,0.12777695059776306,0.24333333333333335,0.8722230792045593,0.07976573705673218
pure_top_k,0.3,1.0,30,7,0.02,0.0,0.44,0.944204960768132,1.0,0.0,0.5553646942414343,43.69882833498647,17.24,1.0,0.6,0.5821434681466914,0.1361702127659574,0.2808988764044944,25,300,0.06330488622188568,0.37666666666666665,0.9366951584815979,0.03503473848104477
pure_top_k,0.3,1.0,30,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0456324065942316,43.828737704294234,1.0,1.0,0.04,0.0,0.04,,25,300,3.099441414633475e-08,1.0,1.0,5.970423444523476e-08
pure_top_k,0.3,1.0,30,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0685454590432345,43.768981131254634,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,30,10,1.0,1.0,0.75,0.9580906892671598,1.0,0.0,0.7211562208272517,43.76604896015136,26.52,1.0,0.24,0.1293527485412913,0.0648567119155354,0.0940438871473354,25,300,0.006257524713873863,1.0,0.9937424659729004,0.009872273541986942
pure_top_k,0.3,1.0,30,11,0.0,0.0,0.33,0.9803113553113554,0.32,0.0,0.2168614699691533,43.39293738558112,6.24,1.0,0.16,0.4487736263736264,0.1524390243902439,0.2086330935251798,25,300,0.2257186323404312,0.5466666666666666,0.77428138256073,0.24564403295516968
pure_top_k,0.3,1.0,30,12,0.42,0.04,0.51,0.9984,1.0,0.0,0.4719786721561104,43.81253244026175,15.24,1.0,0.32,0.328214604838589,0.1409921671018277,0.1843575418994413,25,300,0.05651843920350075,0.58,0.9434815645217896,0.07633066177368164
pure_top_k,0.3,1.0,30,13,0.32,0.0,0.26,0.9959899749373434,1.0,0.0,0.2333005831204354,43.661713965851526,8.08,1.0,0.44,0.5949867755153206,0.2524752475247525,0.3615819209039548,25,300,0.12629511952400208,0.2833333333333333,0.8737048506736755,0.10257791727781296
pure_top_k,0.3,1.0,30,14,0.5,0.0,0.0,1.0,0.0,0.0,0.0688811962865292,43.56450320336393,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,30,15,1.0,1.0,0.27,1.0,1.0,0.0,0.1954960202425718,43.79344469560953,6.4,1.0,0.12,0.107170490328385,0.11875,0.1629629629629629,25,300,0.019846243783831596,0.92,0.9801537990570068,0.057917241007089615
pure_top_k,0.3,1.0,30,16,0.0,0.0,0.25,1.0,1.0,0.0,0.4019175545312464,42.52307764250916,8.0,1.0,0.08,0.0306666666666666,0.0444444444444444,0.045,25,300,0.0004908029222860932,1.0,0.9995092749595642,0.0011549836490303278
pure_top_k,0.3,1.0,30,17,0.0,0.0,0.25,0.9719188034188032,1.0,0.0,0.5020367576181889,43.50605995482292,17.52,1.0,0.36,0.1964586650854318,0.0707762557077625,0.1089588377723971,25,300,0.02697593718767166,0.78,0.9730240702629089,0.0406062938272953
pure_top_k,0.3,1.0,30,18,0.7,0.48,0.57,0.9123729774226876,0.996837837837838,0.0011111111111111,0.8494095784798265,42.84682397505383,30.28,0.6,0.8,0.6826896614191255,0.1984231274638633,0.3668478260869565,25,300,0.14825081825256348,0.08,0.8517492413520813,0.0564747229218483
pure_top_k,0.3,1.0,30,19,1.0,1.0,0.25,1.0,0.0,0.0,0.0458007327001541,43.67916133059643,1.0,1.0,0.04,0.0,0.04,,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,30,20,0.54,0.08,0.53,0.9912777777777778,1.0,0.0,0.3215993307158351,43.64784725854789,11.76,1.0,0.24,0.3047529135751104,0.1152542372881356,0.1925925925925926,25,300,0.03964095562696457,0.6733333333333333,0.9603590965270996,0.04105214774608612
pure_top_k,0.3,1.0,30,21,0.0,0.0,0.42,0.9609336870026524,1.0,0.0,0.5396534400153905,43.80787629613146,15.08,1.0,0.64,0.4390619177392367,0.1405835543766578,0.25,25,300,0.08950880169868469,0.26666666666666666,0.9104912281036377,0.0653301328420639
pure_top_k,0.3,1.0,30,22,0.4,0.0,0.25,0.897966658834633,0.9949545454545456,0.0,1.1469582685269415,41.62438671379154,31.64,0.12,0.84,0.4632514630528544,0.1126582278481012,0.1790849673202614,25,300,0.08962008357048035,0.09666666666666666,0.9103798270225525,0.036635853350162506
pure_top_k,0.3,1.0,30,23,0.5,0.0,0.25,1.0,1.0,0.0,0.1597796053718775,43.81079508682888,3.0,1.0,0.04,0.0,0.04,0.04,25,300,0.0,1.0,1.0,0.0
pure_top_k,0.3,1.0,30,24,0.0,0.0,0.35,0.9227879010410156,0.99515,0.0,0.9206225434876978,39.6135653359252,26.2,0.88,0.76,0.6762147655027332,0.1669341894060995,0.3127090301003344,25,300,0.18266679346561432,0.08333333333333333,0.8173332214355469,0.07582162320613861
pure_top_k,0.3,1.0,30,25,0.98,0.96,0.74,1.0,1.0,0.0,0.2315061550028622,38.411623360680736,4.96,1.0,0.24,0.279744708994709,0.0967741935483871,0.1515151515151515,25,300,0.048165980726480484,0.7433333333333333,0.9518340229988098,0.055742498487234116
pure_top_k,0.3,1.0,30,26,1.0,1.0,0.82,0.8839909533633672,0.9841605810037596,0.0,1.201275202697143,39.66365963740721,26.76,0.12,0.72,0.350558896536967,0.0675675675675675,0.1343472750316856,25,300,0.01457632053643465,1.0,0.9854235649108887,0.011354965157806873
pure_top_k,0.3,1.0,30,27,0.14,0.04,0.24,1.0,1.0,0.0,0.2005683137010783,39.5271602095646,5.24,1.0,0.24,0.4855608465608465,0.1755725190839694,0.1981132075471698,25,300,0.18010641634464264,0.4633333333333333,0.8198935985565186,0.18170157074928284
pure_top_k,0.3,1.0,30,28,0.0,0.0,0.26,0.8885475766064002,0.9942857142857144,0.003076923076923,0.8767096123844386,39.7944802628461,16.76,0.96,0.4,0.4801878990865058,0.1072961373390558,0.1496598639455782,25,300,0.13213345408439636,0.2633333333333333,0.8678666353225708,0.08561226725578308
pure_top_k,0.3,1.0,30,29,0.48,0.0,0.42,0.9600428101467,1.0,0.0,1.2197548075579108,38.0882865977487,34.0,0.24,0.84,0.553482647531614,0.1376896149358226,0.2512019230769231,25,300,0.10561917722225189,0.2,0.8943808078765869,0.06424203515052795
pure_top_k,0.3,1.0,30,30,0.1,0.0,0.34,0.988,1.0,0.0,0.423338092956692,37.29267617796851,8.04,1.0,0.36,0.2380529655529655,0.0895522388059701,0.1306818181818181,25,300,0.04088346287608147,0.6866666666666666,0.9591166377067566,0.03968498110771179
pure_top_k,0.3,1.0,30,31,0.0,0.0,0.0,1.0,0.0,0.0,0.0510380917042493,39.31144454368625,1.0,1.0,0.04,0.0,0.04,,25,300,1.4305114426349519e-08,1.0,1.0,5.066072361614715e-08
pure_top_k,0.3,1.0,30,32,0.02,0.0,0.51,0.9762724275724276,0.9983333333333334,0.0,0.5471034602541477,38.85247570113718,11.12,0.96,0.44,0.2800979432632862,0.1258992805755395,0.1936758893280632,25,300,0.02673307992517948,0.8033333333333333,0.9732668995857239,0.02411160059273243
pure_top_k,0.3,1.0,30,33,0.52,0.04,0.75,0.9872222222222224,1.0,0.0,0.4180640217568725,37.54114736901027,8.2,1.0,0.16,0.0873510101010101,0.0634146341463414,0.0833333333333333,25,300,0.01219445001333952,0.8533333333333334,0.9878056049346924,0.02285262569785118
